name,email,phone_number,employee_id,position,department,salary,hire_date,employment_type,address,manager,performance_rating,skills,office_location,has_parking_pass
April Cooper,scott62@example.com,352-329-8293,6cb02d73-8b32-4729-92f3-9dca2bc375dd,Merchant navy officer,Finance,101531.2,2022-02-23,Part-time,"883 Phelps Ways Apt. 313
Perkinsstad, CA 37615",Ethan Mitchell,3.6,"['design', 'training', 'sit', 'dog', 'treat']",Lake Joy,No
John Summers,lramirez@example.com,807-941-4038x115,458ced62-5761-40b6-8e0b-c628efcf9cc7,"Secretary, company",HR,84723.98,2022-04-05,Contract,"Unit 7647 Box 2770
DPO AP 95306",Harold Merritt,3.7,"['deal', 'central', 'think', 'technology', 'down']",Michaelmouth,No
Kathleen Hobbs,helen01@example.com,635-528-1191x9793,734d108a-b741-43ab-af6a-f1a2e81970fc,Retail buyer,Engineering,103744.32,2019-06-07,Full-time,"77463 Barbara Ridge
West Craigton, GU 42844",John Campbell,1.4,"['discover', 'figure', 'region', 'no', 'may']",North Rachelbury,No
Denise Meyers,ocasey@example.com,7497101837,33c28efd-5dcc-4cf0-9a88-0301569ff8fe,Materials engineer,Finance,65065.41,2019-07-29,Full-time,"3341 Crawford Mews Apt. 258
Bridgesborough, WI 22982",Sabrina Mcintyre,3.3,"['green', 'way', 'race', 'sport', 'result']",Calderonbury,Yes
Emily Hardin,msmith@example.net,9957244347,5cc2aa94-a399-4ba8-9b0a-b474ba32d6f4,Geochemist,Engineering,70398.83,2019-05-13,Contract,"04045 Jeffery Grove Suite 005
East Meredithville, AL 77898",Peter Murillo,3.2,"['machine', 'although', 'study', 'write', 'stock']",East Dwayne,No
Sandra Smith,travis64@example.com,(764)713-6960x650,796d50f1-32cb-426d-8cc0-ce99ecd1bfdb,Hospital pharmacist,Sales,77420.48,2015-09-02,Contract,"013 Potter Burg
New Patriciaburgh, MS 69161",Christopher Hudson,2.5,"['six', 'put', 'myself', 'campaign', 'by']",Penamouth,Yes
Pamela Martinez,paulariley@example.org,609.430.7690x4185,8c8d3e11-622b-4cac-abc7-7f9af8c3a8a7,"Librarian, academic",Sales,63506.09,2020-04-15,Contract,"1655 William Turnpike Apt. 582
Sandrafurt, AZ 77413",Luis Jennings,2.2,"['sing', 'future', 'development', 'and', 'huge']",New Amanda,Yes
Jamie Brown,ericcarr@example.net,+1-910-882-6397x740,5dc68244-69ff-43b6-bae1-398ccd21911c,Community pharmacist,Marketing,59272.98,2016-03-08,Full-time,"46597 Jason Parks
North Susan, AK 91490",Jonathan Lane,1.9,"['around', 'exactly', 'student', 'act', 'decade']",North Anita,Yes
James Soto,kdavis@example.net,744.395.0775x7428,1b4de175-4252-4579-8650-8565cb892b23,Exercise physiologist,Finance,60567.64,2016-01-28,Contract,"56858 Kimberly Park
Stephanietown, OK 20198",Sara Fernandez,1.7,"['model', 'idea', 'do', 'third', 'society']",Nancyland,No
Sheri Keller,andersonscott@example.org,001-856-593-9848,e1905e6f-8814-4bb9-bfbb-afc887f4245a,Gaffer,Finance,45935.09,2015-05-28,Full-time,"Unit 0862 Box 4301
DPO AP 10374",Eric Neal,2.4,"['three', 'family', 'discover', 'realize', 'history']",Perezton,Yes
Paul Mckinney,courtney94@example.net,2529483300,e1414239-186d-44ba-a530-1bc25b6786b8,Photographer,HR,61775.6,2019-03-05,Part-time,"15890 Rebecca Meadows Suite 040
Burtonton, WY 66155",Gabrielle Paul,3.0,"['way', 'follow', 'true', 'agency', 'discussion']",Hectorberg,Yes
Steven Meyers,phernandez@example.net,8735824188,1f0453e8-1e5f-448f-9a7d-782f8c268f08,Careers information officer,Engineering,76637.04,2017-06-25,Full-time,"2203 Matthew Terrace Apt. 829
Sandersberg, CO 74453",Kathleen Reynolds,3.9,"['film', 'husband', 'subject', 'different', 'man']",Alexandermouth,Yes
Jonathan Morales,emilyrios@example.com,459.781.0007x28730,6dc219f2-28f9-47d3-89dc-7b1c699c91be,Learning disability nurse,HR,62192.74,2018-04-17,Full-time,"1933 Gomez Mountain Suite 979
Christopherfurt, OK 76791",Nicole Andrews,3.9,"['draw', 'entire', 'state', 'career', 'himself']",East Jacobview,Yes
Paul Morales,cunninghamderek@example.com,445.571.5233,e113d4f0-bc84-430a-9b9f-2b3f5c757fdb,Dietitian,Engineering,95890.67,2016-11-26,Contract,"98285 Katherine Key Apt. 977
Poolehaven, IN 12019",Kurt Gilbert,2.7,"['record', 'stop', 'girl', 'lose', 'summer']",South Rita,Yes
Chelsea King,dawnkeller@example.org,(413)763-2057x435,d268efe7-844c-41e7-9985-e19bcee8e3ed,Personal assistant,HR,52020.26,2021-06-01,Part-time,"948 Norton Mews Apt. 141
Josephmouth, LA 31913",Timothy Lewis,2.1,"['daughter', 'analysis', 'within', 'address', 'paper']",West Amyborough,No
Gregory Watkins,wendy32@example.com,(825)945-5559x899,b3e3e20f-46f3-4303-9309-c9a93ef2f520,Database administrator,Finance,100079.11,2021-08-22,Contract,"USS James
FPO AA 90802",Melissa Freeman,4.6,"['practice', 'economy', 'positive', 'understand', 'matter']",Johnsonbury,Yes
Jessica Jackson,katkins@example.com,001-366-927-3716x015,26b8b155-1a99-4cd4-975a-d35b4c4fa2e6,"Research officer, trade union",Engineering,87129.51,2022-02-24,Part-time,"589 Debra Causeway
Marieborough, HI 24507",Craig Edwards,1.8,"['through', 'computer', 'energy', 'quickly', 'student']",Lake Jonathanburgh,No
Lisa Gomez,wallsnathaniel@example.com,001-366-284-8809x71480,0dba81bd-8d2a-42a1-97d1-02e3cf757b7a,Control and instrumentation engineer,Sales,63157.93,2018-08-30,Full-time,"USNV Davis
FPO AP 66159",Willie Johnson,3.0,"['indicate', 'half', 'way', 'itself', 'fine']",Lake Ian,Yes
Jared Simon,jacob34@example.net,960.926.3610,0437b784-17ab-4db7-95b1-f966d694357c,Water quality scientist,Engineering,106689.51,2018-11-27,Full-time,"88639 Reyes Expressway Apt. 397
Port Amandafort, NE 74540",Daniel Foster,4.3,"['present', 'keep', 'physical', 'far', 'one']",New Craigborough,No
Scott Alvarado,kelli24@example.com,2387671714,84ab95ae-281b-4e08-b2d0-15701f0e270e,Technical author,HR,76743.03,2015-04-05,Part-time,"3023 Daniels Station
Nancyside, HI 22882",James Maddox,2.7,"['subject', 'that', 'on', 'central', 'space']",Kevinbury,Yes
Keith Edwards,estein@example.net,+1-453-857-1472x42025,f55e79f6-83ee-49cd-946f-60fd1f46a37b,Academic librarian,Sales,119674.99,2021-10-14,Full-time,"951 Zimmerman Turnpike
Villarrealberg, IN 95425",Mark Nash,1.1,"['culture', 'laugh', 'pressure', 'practice', 'probably']",Reginaburgh,Yes
Casey Sullivan,jrogers@example.com,001-926-785-3378x2619,6c9b2aff-115e-4139-8345-52428856d749,Private music teacher,Engineering,75001.67,2023-03-19,Full-time,"0460 Shirley Crossroad Apt. 422
Lake Antonio, IL 79954",Alexandria Davis,1.1,"['rather', 'can', 'wear', 'cup', 'for']",Port Brianside,No
Christopher Lopez,lorihawkins@example.com,3074218278,5ef91f83-a149-4695-8ffa-5cc3b379c620,Facilities manager,Finance,94949.67,2021-01-18,Full-time,"41160 Bailey Court
Kathytown, GA 45524",Sandra Simpson,1.5,"['scene', 'between', 'here', 'artist', 'suffer']",West Debbieberg,Yes
Carolyn Jones,shannon89@example.org,001-385-284-2067x150,ea02288d-8781-46f3-8bb4-d5db41849199,"Conservation officer, historic buildings",Finance,87845.55,2016-05-31,Full-time,"481 Timothy Point Apt. 129
New Shawn, NC 38706",Phillip Baker,2.7,"['bag', 'president', 'ball', 'miss', 'now']",Port Nancyfurt,No
Denise Bell,frenchshannon@example.com,2034859950,baa8564f-3aab-4fa8-a3d1-af3ac61d69dd,Politician's assistant,Marketing,47346.66,2020-07-10,Full-time,"4757 Mary Meadow Apt. 313
Port Wendy, NE 26644",Patricia Brown,2.4,"['shake', 'one', 'can', 'meet', 'population']",Aaronview,Yes
Melissa Delgado,kenneth94@example.org,(752)881-4677,6ae8d713-fe88-47a4-9647-de777326ee47,"Investment banker, corporate",Marketing,52268.87,2025-01-26,Part-time,"3404 Richardson Prairie
Sierraport, AR 88089",Jennifer Edwards,3.0,"['value', 'home', 'myself', 'sport', 'mean']",Michelestad,No
Angela Lee,rmoore@example.net,001-611-870-9233,c0cca088-10ca-4c6a-924d-ac08287fdf00,"Optician, dispensing",Sales,53891.29,2015-05-04,Full-time,"2395 Green Lane
South Julieburgh, RI 48029",Alicia Hall,3.0,"['choice', 'letter', 'whose', 'campaign', 'sort']",North Raymondchester,Yes
Crystal Evans,yvincent@example.net,+1-698-718-1779x590,33dddb4a-b0e7-461c-8d54-55609a5104f3,Fast food restaurant manager,Sales,101823.19,2017-02-27,Full-time,"479 Judy Loaf Apt. 726
New Johnmouth, ID 83146",Timothy Archer,3.7,"['issue', 'determine', 'change', 'itself', 'everybody']",Masonville,Yes
Kevin Lee,huynhvictoria@example.net,(779)701-5066,bdd20515-f8f0-4cf5-b8de-899df1ed1c31,Sales executive,Marketing,110648.13,2024-01-23,Contract,"3185 Vanessa Crossing Apt. 274
Port Matthew, MN 28724",Mitchell Wiggins,2.5,"['contain', 'history', 'week', 'yard', 'house']",Myersport,No
Kevin Smith,joshuajacobs@example.net,435-296-0352,5081e1e4-e68a-4292-9d8f-ef9aadfd87a6,Adult guidance worker,Marketing,81206.65,2016-09-29,Contract,"84059 Amy Garden
Moranland, NE 89275",Diana Henderson,3.7,"['say', 'until', 'human', 'already', 'model']",Tiffanymouth,No
Tiffany Buchanan,ryan46@example.org,988.364.8443,cd936357-1a3a-4ad7-b6dc-32bfacc186f2,Television/film/video producer,Marketing,91051.6,2018-12-24,Contract,"70056 Moore Stravenue Apt. 906
West Davidshire, WY 00682",Jesse Graham,2.7,"['lot', 'word', 'executive', 'should', 'stay']",Jessicaville,Yes
Alexandria Johnson,richard07@example.net,843.519.6268x820,d07d376b-a134-480f-a429-38ea8118ca89,"Administrator, arts",Engineering,79695.78,2018-03-08,Full-time,"2918 Walsh Shore
Richardside, KY 62484",Alexander Moon,3.5,"['state', 'television', 'help', 'simply', 'their']",Port Paulstad,Yes
Mitchell Lowe,millersteven@example.org,+1-412-400-9067,1b848803-234d-498a-9e53-cbee1502a8b4,Musician,Finance,42048.63,2022-10-28,Part-time,"USNS Williamson
FPO AA 90629",Victoria Martinez,2.9,"['here', 'stay', 'senior', 'party', 'in']",Taylorchester,No
Heather Phillips,owensteven@example.org,+1-991-688-0891x192,74d4d444-60d0-4574-af0b-76d672dfb667,Theatre manager,Marketing,77199.89,2024-03-02,Contract,"5823 Jessica Summit
North Michael, SD 33866",Timothy Roman,3.6,"['understand', 'occur', 'their', 'begin', 'data']",Port Kathryn,No
Meredith Lloyd,mburton@example.com,(532)382-7675,d93161a7-8641-40e2-8a49-36a6b9c1ea7f,Broadcast journalist,Sales,43656.49,2018-10-27,Contract,"86266 Jennifer Square Apt. 931
Ryanberg, PA 27169",Cameron Lopez,2.9,"['may', 'wall', 'staff', 'new', 'couple']",Brandtbury,Yes
Kimberly Winters,wilsonbenjamin@example.org,(369)324-5207x82134,551275eb-0b8a-4f0b-89ce-8f91fff0bd14,"Engineer, materials",Finance,71349.32,2024-08-31,Full-time,"12767 Jones Shore Apt. 258
East Melissa, VI 45581",Bradley Smith,1.2,"['game', 'mission', 'member', 'show', 'far']",Zacharychester,No
Jennifer Foster,jschultz@example.com,691-964-0567x4895,644cd9f2-1588-42c9-b7ef-a3b0e127e7b9,Surgeon,Sales,107082.3,2024-10-13,Part-time,"6513 Thompson Views
South Joannafort, MH 08139",Sherry Perez,2.0,"['manage', 'thought', 'money', 'center', 'you']",West Evelyn,Yes
Dawn Stokes,arodriguez@example.org,851-536-3232,129f027e-7fe9-4df9-acae-568399697865,"Psychologist, occupational",HR,40911.88,2016-02-21,Contract,"062 Hale Spring Suite 323
Port Tyler, MD 87106",Stephanie Chang,3.4,"['condition', 'interview', 'house', 'nothing', 'team']",West Ronaldhaven,No
James Faulkner,rochaemily@example.org,+1-411-899-2673,fac4fa1e-85b3-402a-ad2f-c829cd2dc907,"Embryologist, clinical",Marketing,113099.36,2021-09-03,Contract,"6605 Dunn Springs
North Brenda, CA 06660",Nicole Patel,3.2,"['final', 'society', 'resource', 'truth', 'several']",Adamshire,No
Bethany Chen,john99@example.net,404.252.7417x941,ee892a76-8da4-47dc-9a0f-6d2f23cbd3c4,Research scientist (medical),Engineering,73712.59,2016-04-11,Full-time,"95258 Graham Heights
South Seth, SC 69714",Garrett Bates,1.5,"['soldier', 'walk', 'such', 'institution', 'serve']",New Victoriahaven,No
Michael Anderson,barryholder@example.com,001-537-228-4556,26fb3b6f-eb3c-4f27-a15c-92c045b540a6,Professor Emeritus,Marketing,54453.47,2021-05-24,Contract,"81693 Brown Shoals Suite 705
Figueroastad, MO 62481",Erin Shah,3.0,"['as', 'add', 'stage', 'pattern', 'glass']",Georgemouth,Yes
Todd Hodges,michaelbranch@example.com,+1-652-929-2333x99783,417bdd07-900d-4a13-b230-7fdf7211c4d7,Heritage manager,HR,99922.95,2016-03-07,Contract,"8488 Alejandro Lake
Loweshire, AL 90327",Kristin Richards,1.8,"['give', 'finish', 'affect', 'space', 'person']",East Harold,No
Joseph Aguirre,bradshawdakota@example.com,(522)415-3429,bb14ed14-366e-444e-acf4-70bc86fa7cef,"Engineer, site",Sales,101849.44,2016-06-03,Contract,"02135 Walton Bridge Apt. 900
Shanehaven, FL 50422",Jenny Martin,2.4,"['treatment', 'model', 'name', 'recently', 'director']",Port Danielhaven,Yes
Debbie Miller,sara62@example.com,(277)887-4459,793fbd4e-42bb-4702-a423-82fef8b4fd57,Midwife,Engineering,119149.39,2017-01-22,Part-time,"7634 Cortez Plains
Michaelmouth, MH 63543",Bryce Baker,1.4,"['film', 'billion', 'sport', 'grow', 'movie']",East Mackenzie,Yes
Richard Brown,tammy27@example.org,001-713-817-6517,e881b538-202c-4d7c-bf30-f39ff1306012,"Lecturer, higher education",HR,56947.89,2015-12-23,Full-time,"88885 Norman Gardens
Christopherland, TX 17135",Debbie Matthews,4.9,"['range', 'five', 'fast', 'break', 'before']",Cameronburgh,No
Mary Gonzales,stephenwall@example.org,+1-730-996-2406x45895,27f19406-a6e2-40d8-aafb-7ac43e71d36a,Musician,Marketing,83003.19,2016-12-28,Full-time,"2546 Adam Views
East Kristina, KS 30680",Jeffrey Hernandez,4.6,"['try', 'talk', 'man', 'road', 'avoid']",New James,No
Logan Howard,wongalice@example.org,581.702.8591x81475,d0cce78f-4773-4c38-9ad9-826c48551260,Sales promotion account executive,Engineering,47580.69,2022-09-09,Full-time,"USCGC Tucker
FPO AE 37948",Lauren Montes,4.5,"['today', 'police', 'that', 'your', 'painting']",Ashleyton,Yes
Jason Miller,brogers@example.com,381-802-7319x893,d119028b-9985-4939-8499-2e3c853be649,"Teacher, music",Sales,86817.12,2023-01-23,Contract,"0447 Brandon Underpass Suite 941
Velezview, MS 42964",Jennifer Nelson,4.1,"['cause', 'continue', 'song', 'think', 'time']",East Coreyfort,Yes
Patrick Martin,robertstyler@example.com,001-234-548-7710,9a046493-5e8b-40ba-9643-81919bf17d3d,Quality manager,Sales,47291.68,2020-08-16,Contract,"608 Johnson Key
South Denise, IN 53320",Michele Sherman,4.6,"['avoid', 'test', 'land', 'run', 'tell']",Richardberg,Yes
Eric Garner,ericadams@example.net,001-481-474-0588x05648,7400d42a-03a6-485d-a1f1-38659c003d9b,English as a foreign language teacher,HR,63455.31,2016-11-09,Part-time,"9235 Garner Key
Mooreshire, DC 62436",Cody Williams,2.2,"['might', 'edge', 'successful', 'safe', 'open']",New David,No
Michael Bowman,kwashington@example.com,(374)914-8084,fea0e311-5b00-4bd5-a3f7-9edb4fa7f985,Trade union research officer,Marketing,103456.0,2023-04-14,Part-time,"94129 Joseph Villages
Graybury, DE 50322",Ryan Thomas,3.4,"['large', 'look', 'get', 'social', 'hotel']",Martinezstad,No
Tammy Thompson,zmckay@example.net,+1-434-226-3221x081,c7c49c11-3ec5-4d43-8aca-7f0934c05768,Fine artist,Engineering,91291.23,2021-08-21,Contract,"2855 Michelle Light
Erinberg, KS 82889",Jeremiah Cole,1.8,"['must', 'single', 'break', 'necessary', 'opportunity']",Howardland,Yes
Matthew Lopez,campbelllaura@example.net,+1-918-378-4983x435,5190d534-4fa7-4f21-99cc-1398d3512861,Counsellor,Engineering,115161.93,2021-12-13,Part-time,"9383 Randolph Centers Apt. 875
North Margaret, IA 22180",Adam Hendricks,4.3,"['sound', 'onto', 'paper', 'military', 'ago']",Lake Pamelatown,No
Renee Reed,wdawson@example.net,204.402.2571x181,d95e177f-e6da-4a92-9ed5-cd54b59d12a5,Building services engineer,Sales,54378.0,2023-05-12,Full-time,"04173 Angel Shoal
Ronaldshire, GA 58094",Alexander Turner,2.4,"['agency', 'character', 'against', 'by', 'indeed']",Chelseahaven,No
Andrea Vasquez,markvalenzuela@example.org,849.536.6047,8472b38a-046f-434c-9366-1396363a24bc,"Sales professional, IT",Marketing,65939.15,2023-04-15,Part-time,"58508 Lang Prairie
New Jamesborough, CT 52708",Robert Singleton,3.2,"['suddenly', 'issue', 'language', 'thank', 'sport']",Port Timothymouth,Yes
Rebecca Liu,michael46@example.org,777-251-6658x29247,ca76378a-7a97-40d3-acd3-d73dab5d5755,Geophysicist/field seismologist,Engineering,87511.73,2017-05-11,Part-time,"97966 Elizabeth Ferry
Port Holly, CO 06103",Robert Harris,4.2,"['word', 'appear', 'finish', 'important', 'however']",Heatherside,Yes
Eric Lewis,qdavis@example.com,(913)596-2368,84545c0a-9ecf-45e0-8dfd-607f1d1cbf42,Management consultant,Engineering,65473.33,2016-02-29,Full-time,"817 Williams Course
Michaelview, MN 51782",Courtney Hodge,1.5,"['my', 'still', 'whatever', 'thought', 'will']",New Lisashire,Yes
Courtney Hubbard,jonathan63@example.org,412-421-1362x61932,2b38318d-046a-4c10-a3ca-a22b38205711,Horticultural therapist,HR,105589.13,2020-03-25,Full-time,"55490 Michael Terrace
Port Mollyport, MP 51928",Robert Coleman,1.7,"['focus', 'show', 'lead', 'professional', 'five']",West Brandon,Yes
Kathryn Douglas,dale01@example.org,+1-441-692-0520x985,79154612-ffaf-44b4-8a9f-77d40dea97f8,"Civil engineer, contracting",Marketing,92576.85,2019-09-25,Contract,"746 Deanna Landing Apt. 098
Lake Raymondport, PW 88569",Jennifer Smith,3.8,"['somebody', 'color', 'few', 'step', 'side']",Jamesstad,No
Bethany Kerr,christopherlawrence@example.org,001-525-276-0820x587,084edfd5-3b19-4cfc-b255-4ab7afa375ec,Adult nurse,Sales,109812.65,2015-09-02,Contract,"32604 Jacob Ford
Lake Mitchell, MS 55162",Mark Koch,3.6,"['glass', 'economy', 'space', 'law', 'example']",Lake Jack,Yes
Debbie West,paynewilliam@example.org,626.463.4003x681,d2f48d54-4aaa-40ed-b8bb-48da95f1c7fb,Multimedia programmer,HR,80597.33,2021-08-24,Part-time,"883 Barker Street
South Derrickfurt, AL 18572",Edward Hughes,4.4,"['recognize', 'concern', 'brother', 'meeting', 'most']",East Ashley,Yes
Carlos Fox,colleenrodriguez@example.net,+1-741-663-0998x04804,84377b95-273d-4c0a-806d-cb916d57c046,Occupational psychologist,Sales,108127.58,2021-05-16,Contract,"06797 Brenda Trafficway Apt. 374
Sarahhaven, ID 71173",Erica Mckinney,2.0,"['apply', 'tonight', 'often', 'section', 'southern']",Wheelermouth,No
Elizabeth Miller,justin02@example.org,(739)913-3167,2132b676-eb5f-4a53-b069-478f4ff03c18,Sub,Marketing,53158.99,2017-09-28,Contract,"52893 Julie Court Suite 836
Port Robertshire, ND 02745",Michael Ramirez,1.6,"['available', 'cost', 'world', 'chance', 'score']",East Brian,Yes
Nathan Taylor,james41@example.org,506-782-5096,7ed4f2c7-f727-4c51-bed2-da430d196cfe,Professor Emeritus,HR,99745.13,2015-12-25,Part-time,"5368 Baker Motorway
South Sean, VI 42136",John Williams,4.9,"['shoulder', 'even', 'chance', 'indicate', 'example']",South Jeffrey,Yes
Edwin Williams,beth32@example.org,683.392.9352x9508,376f7317-3668-4e72-834a-31fa9c0724f2,Fashion designer,Sales,54574.8,2018-07-11,Full-time,"Unit 3710 Box 6446
DPO AE 41699",Evelyn Hughes,4.1,"['here', 'address', 'weight', 'ground', 'minute']",Lake Garrett,Yes
Christina George,jacob09@example.org,946.525.0112,4f2d4dd2-153b-4641-bcbb-1daed9ea420b,"Designer, television/film set",Finance,70416.6,2016-10-26,Part-time,"1035 White Plain
Amberberg, NE 77378",Felicia Harris,4.9,"['discuss', 'main', 'different', 'environment', 'game']",West Perry,No
Samantha Kim,howens@example.org,240.734.2035,15ee8479-6b67-4d2e-8dbd-b1e2400cbe42,Electronics engineer,Finance,82741.52,2021-07-31,Contract,"27623 Mary Fords
South John, OH 18095",Sara Thomas,2.1,"['style', 'nearly', 'when', 'brother', 'choice']",Port Kimberly,No
Mr. Raymond Conner Jr.,joseph71@example.com,(919)764-0709,fc53559b-b861-4e16-ac69-48e5c2701050,Location manager,Finance,63525.82,2022-06-13,Contract,"65210 Sanchez Track Suite 676
Ericahaven, GA 24910",Brian Bryant,3.8,"['long', 'practice', 'our', 'wonder', 'hour']",Melendezfort,Yes
Jennifer Nguyen,mark56@example.com,594-928-8859x06228,0c27b951-7ddf-4880-a2c1-58ed35bf2167,Town planner,Sales,67653.23,2017-07-06,Full-time,"90991 Mitchell Road Suite 200
Rogerbury, AR 29049",Wendy Freeman,2.2,"['beautiful', 'for', 'ago', 'action', 'behind']",Smithberg,No
Anna King,nelsonannette@example.com,950-415-9269,eb681828-9356-44fa-833b-8cef363857b8,Television floor manager,Finance,56225.08,2018-08-03,Full-time,"642 Christian Turnpike Suite 946
Jeffreymouth, FL 98215",Ronald Roberts,1.1,"['pay', 'support', 'difference', 'image', 'long']",East Mary,Yes
Adam Miller,iheath@example.org,001-664-353-4022,2bfd789f-e04d-4070-90d1-f2850b183e8a,Theatre director,Sales,54906.58,2021-11-23,Part-time,"267 Taylor Light
Wilsonhaven, WY 83787",Kyle Hoover,3.2,"['eye', 'send', 'available', 'defense', 'church']",South Natalieland,Yes
Briana Pitts,pnelson@example.net,+1-726-280-2112,6fe86d6d-d0b2-4bae-9d25-89db6fe9cc2e,Merchant navy officer,Engineering,44306.71,2019-08-20,Part-time,"6448 Jessica Stream
Wrightside, AK 41857",Joseph Mcdonald,3.6,"['trip', 'big', 'myself', 'court', 'keep']",Rebeccaburgh,No
Angela Oliver,baileyraymond@example.net,459-292-2436,31e796bb-f86f-4850-af89-4f916349929b,Broadcast engineer,Engineering,98425.29,2022-09-16,Contract,"USNS Castro
FPO AE 83902",Marilyn Peck,1.3,"['well', 'herself', 'key', 'near', 'surface']",East Josephborough,No
Lisa Webb,joshuaevans@example.net,667-596-6427x56195,79f78879-f1d6-4b03-bd13-b29e97b220e6,Recycling officer,HR,76076.14,2019-02-21,Full-time,"3062 Williams Street
West Pamelafort, IL 70472",Kelly Watson,3.6,"['total', 'trouble', 'commercial', 'especially', 'husband']",Lake Debra,No
Gary Perez,crystalmartin@example.com,649.958.3241x23671,6e2ab2fd-d2d9-47d8-8a03-05a593a14727,Visual merchandiser,Marketing,68536.79,2016-12-29,Full-time,"12936 Sandoval Loop Apt. 097
Veronicamouth, CA 25068",James Schneider,1.8,"['wish', 'try', 'station', 'wind', 'in']",Mcdonaldstad,No
Jonathan Nguyen,rjordan@example.com,785-572-7276,b918ae79-9c1e-49d3-a9e2-dc2f6979ec18,Drilling engineer,Marketing,40547.51,2020-12-18,Full-time,"4643 Donald Tunnel Suite 502
North Brian, FL 29300",Megan Mcdowell,1.9,"['sit', 'road', 'according', 'recent', 'meet']",Lucasburgh,No
Susan Murphy,christina76@example.org,001-452-750-9638x58074,b8389d9f-255c-49a2-97e0-39455b467b1c,Barista,Finance,46497.9,2021-07-31,Part-time,"79429 William Turnpike Apt. 117
Jeffshire, GA 75480",Lynn Lee,1.5,"['church', 'suffer', 'than', 'get', 'maintain']",Dillonville,Yes
Jose Parker,olopez@example.com,3676105690,156106ae-28d5-4838-b625-3406acf087bd,"Education officer, environmental",Sales,80994.47,2019-04-05,Contract,"314 Juarez Trail Suite 591
Luistown, ME 34759",Matthew Morgan,1.1,"['clear', 'visit', 'blue', 'world', 'suggest']",Patriciatown,No
James Robinson,jallen@example.org,294.218.7469x5823,6356c8f2-8bb3-4077-a12c-55cb5feb0dd5,"Exhibitions officer, museum/gallery",Engineering,41144.71,2019-10-20,Full-time,"69899 Gordon Trafficway
Lake Amandamouth, WV 47427",Mark Joseph,4.5,"['treat', 'could', 'leave', 'garden', 'growth']",Schmidtshire,No
Victoria Conway,toddleonard@example.net,721-791-4047x54138,627ed1e5-5935-48d3-865f-ba7a2f171741,Hydrologist,Finance,101775.44,2022-03-14,Contract,"051 King Estate Apt. 661
Hernandezborough, OK 25058",Brandon Petersen,1.7,"['company', 'bed', 'create', 'return', 'move']",Angelaport,No
Ryan Nguyen,hallkimberly@example.com,001-930-388-5862x9746,3b58900f-83d1-4c4c-ba86-e9aca52ed368,Hydrogeologist,Marketing,56204.89,2022-10-25,Part-time,"309 Zimmerman Lodge Suite 616
Dawnland, NY 67917",Kaitlyn Paul,4.4,"['toward', 'what', 'produce', 'cut', 'key']",South Katieberg,Yes
Richard Guerra II,aperez@example.org,001-362-834-6240x57351,3bcd7140-98c1-4391-b9e6-dc6accced5a0,Haematologist,HR,93038.77,2015-04-25,Contract,"8463 Laura Parkway Suite 780
Bakerport, PW 04369",Monica Kelly,3.6,"['nation', 'area', 'garden', 'bill', 'office']",Evansfort,No
James Castaneda,eric03@example.org,(523)457-4759,80cca2c4-4792-4d66-a24f-97c471a49889,Broadcast engineer,Sales,109718.68,2018-02-15,Contract,"67889 Mary Inlet Apt. 124
North Leonard, IL 66899",Alexander Saunders,4.5,"['enough', 'could', 'dinner', 'newspaper', 'out']",Michaelside,No
Lisa Smith,ejenkins@example.org,(683)961-0876,57b87363-052d-4209-aec0-11fda79e0d1d,"Surveyor, building control",Sales,118744.19,2024-12-20,Full-time,"03473 Rodriguez Manors
Charleshaven, WY 93216",Steven Avila,2.2,"['authority', 'experience', 'guess', 'point', 'long']",Port Jennifer,Yes
Michele Frazier,mdixon@example.net,492.969.3336x9786,676f2834-bace-4ec3-85fb-7c4c5dee91f1,Arts development officer,Finance,41182.83,2022-04-25,Full-time,"90486 Stephanie Rue Suite 124
New Bryan, NV 23360",Travis Adams,3.3,"['again', 'resource', 'oil', 'analysis', 'college']",Elizabethhaven,No
Chad Bowers,kristinallen@example.org,(754)824-2649x926,4994d0fb-b069-46ae-b389-d95b5394a7ed,"Doctor, hospital",Sales,63766.18,2024-05-16,Contract,"43671 Christina Ville Suite 828
Garciastad, RI 49277",David Johnson,3.1,"['film', 'federal', 'clear', 'politics', 'opportunity']",Santiagoburgh,Yes
Lisa Fuentes,wolfericardo@example.com,(330)639-3588,fc4f4f30-ca28-470d-b2eb-434246078d06,"Designer, exhibition/display",Finance,71300.9,2022-01-26,Contract,"5366 Christopher Spur
West Barbara, KY 66773",Juan Howell,4.4,"['put', 'too', 'wear', 'many', 'analysis']",North Carl,Yes
Heather Mack,ymitchell@example.com,722-956-5605,8e046e30-3c27-4ea2-b186-d97608b82a4e,"Embryologist, clinical",Marketing,117503.5,2023-09-11,Part-time,"Unit 3514 Box 9668
DPO AE 49035",Patricia Fox,4.0,"['relate', 'whom', 'last', 'structure', 'skill']",Taylormouth,No
Shannon Smith,angela47@example.com,661.674.3453x54188,6702cdbf-eba8-4f31-818d-1b3802ddc448,Tourism officer,Marketing,71544.01,2019-01-03,Full-time,"446 Hughes Club
Hughesland, RI 98342",Cassie Martinez,2.5,"['spend', 'lose', 'day', 'ahead', 'father']",West Christina,No
